id,numOfPunctuation,numOfPunctuationNorm,clickbaitWords,clickbaitWordsNorm,numOfNumerics,numOfNumericsNorm
854779678363660288,2,0.13333333333333333,2,0.25,0,0.0
854741108252958720,1,0.06666666666666667,1,0.125,0,0.0
854718233869299714,1,0.06666666666666667,2,0.25,0,0.0
854700438788222976,2,0.13333333333333333,0,0.0,0,0.0
854687470805495808,1,0.06666666666666667,1,0.125,0,0.0
854671176152436736,0,0.0,0,0.0,0,0.0
854645776672272384,2,0.13333333333333333,0,0.0,0,0.0
854519013061394434,2,0.13333333333333333,4,0.5,0,0.0
854507607637336066,1,0.06666666666666667,0,0.0,0,0.0
854461550744219649,3,0.2,1,0.125,0,0.0
854433102659178496,3,0.2,3,0.375,0,0.0
854404197437104129,6,0.4,0,0.0,1,0.125
854355274588729348,1,0.06666666666666667,0,0.0,2,0.25
854351357716963329,6,0.4,0,0.0,0,0.0
854313819396616193,3,0.2,0,0.0,0,0.0
854305973355372545,1,0.06666666666666667,0,0.0,0,0.0
854266073658667008,1,0.06666666666666667,1,0.125,0,0.0
854128850493743105,0,0.0,0,0.0,0,0.0
854079792341286912,0,0.0,1,0.125,0,0.0
854070498405355521,3,0.2,1,0.125,0,0.0
854059820055396355,3,0.2,0,0.0,0,0.0
854045064816971776,6,0.4,0,0.0,0,0.0
853985186261938176,2,0.13333333333333333,1,0.125,0,0.0
853963719394635776,3,0.2,0,0.0,0,0.0
853956333175017474,4,0.26666666666666666,1,0.125,0,0.0
853946092416897025,3,0.2,0,0.0,0,0.0
853941114558173184,4,0.26666666666666666,0,0.0,0,0.0
853888909222322176,5,0.3333333333333333,1,0.125,0,0.0
853864357209530368,2,0.13333333333333333,1,0.125,0,0.0
853851820007055360,1,0.06666666666666667,1,0.125,0,0.0
853817799126523904,5,0.3333333333333333,0,0.0,0,0.0
853786555370156032,0,0.0,0,0.0,0,0.0
853759983879630848,0,0.0,0,0.0,0,0.0
853732519107334144,1,0.06666666666666667,0,0.0,0,0.0
853728852157366272,1,0.06666666666666667,0,0.0,0,0.0
853691730075537408,0,0.0,0,0.0,2,0.25
853684418304716800,7,0.4666666666666667,1,0.125,2,0.25
853643905732096000,0,0.0,0,0.0,0,0.0
853562476159488000,0,0.0,0,0.0,0,0.0
853533432827269121,0,0.0,0,0.0,1,0.125
853470753425149952,3,0.2,0,0.0,0,0.0
853362571017162752,2,0.13333333333333333,0,0.0,0,0.0
853330354828136448,3,0.2,1,0.125,0,0.0
853330098308730881,3,0.2,0,0.0,0,0.0
853278564728397825,4,0.26666666666666666,1,0.125,0,0.0
853246572741763072,0,0.0,0,0.0,0,0.0
853243919533973504,3,0.2,0,0.0,0,0.0
853219533888290816,3,0.2,0,0.0,0,0.0
853197600362823680,1,0.06666666666666667,0,0.0,0,0.0
853152927199965184,0,0.0,0,0.0,0,0.0
853109381487091714,0,0.0,0,0.0,0,0.0
853104852708327425,1,0.06666666666666667,0,0.0,0,0.0
853103591183204354,2,0.13333333333333333,1,0.125,1,0.125
853087484896452610,0,0.0,2,0.25,0,0.0
853086284948148224,1,0.06666666666666667,0,0.0,0,0.0
853056785166589952,1,0.06666666666666667,1,0.125,1,0.125
853052639952678914,1,0.06666666666666667,1,0.125,0,0.0
853021803572342784,0,0.0,1,0.125,1,0.125
853020066748784640,2,0.13333333333333333,0,0.0,0,0.0
853010752311091201,2,0.13333333333333333,1,0.125,0,0.0
853008749736472581,0,0.0,0,0.0,0,0.0
852964178717495298,0,0.0,2,0.25,0,0.0
852950082194481152,4,0.26666666666666666,2,0.25,0,0.0
852935080930676737,0,0.0,0,0.0,0,0.0
852918130598961156,1,0.06666666666666667,0,0.0,0,0.0
852903556562771976,3,0.2,0,0.0,0,0.0
852871602882715649,9,0.6,0,0.0,0,0.0
852858984050675713,2,0.13333333333333333,0,0.0,0,0.0
852836331231236096,0,0.0,0,0.0,0,0.0
852790547190210561,2,0.13333333333333333,0,0.0,0,0.0
852786843695194114,5,0.3333333333333333,0,0.0,0,0.0
852778463182241792,3,0.2,1,0.125,1,0.125
852759743495938048,6,0.4,0,0.0,0,0.0
852751580432482305,0,0.0,0,0.0,0,0.0
852750021644517376,2,0.13333333333333333,1,0.125,0,0.0
852695448284483584,0,0.0,0,0.0,0,0.0
852682839103590400,1,0.06666666666666667,0,0.0,0,0.0
852669253014761473,3,0.2,1,0.125,0,0.0
852656449549463552,0,0.0,0,0.0,0,0.0
852625617434685440,4,0.26666666666666666,2,0.25,0,0.0
852537721985937409,3,0.2,0,0.0,1,0.125
852534909407309824,2,0.13333333333333333,0,0.0,1,0.125
852491578958647297,3,0.2,0,0.0,0,0.0
852453423790346241,4,0.26666666666666666,1,0.125,0,0.0
852452049686024192,3,0.2,0,0.0,0,0.0
852428663312310272,3,0.2,1,0.125,0,0.0
852420105346719744,1,0.06666666666666667,0,0.0,0,0.0
852416830459318272,1,0.06666666666666667,0,0.0,0,0.0
852397952844926976,0,0.0,1,0.125,0,0.0
852385924440784896,1,0.06666666666666667,1,0.125,0,0.0
852364699941449728,2,0.13333333333333333,0,0.0,1,0.125
852364474636005376,2,0.13333333333333333,1,0.125,0,0.0
852329500796997632,5,0.3333333333333333,0,0.0,0,0.0
852320475778863105,2,0.13333333333333333,1,0.125,0,0.0
852219838651039747,1,0.06666666666666667,1,0.125,0,0.0
852218494280241153,2,0.13333333333333333,0,0.0,0,0.0
852215995653423104,2,0.13333333333333333,0,0.0,0,0.0
852212472186646530,1,0.06666666666666667,4,0.5,0,0.0
852189739298029568,4,0.26666666666666666,1,0.125,0,0.0
852177112282918912,2,0.13333333333333333,3,0.375,0,0.0
852174992209055744,0,0.0,0,0.0,0,0.0
852151521001197569,5,0.3333333333333333,0,0.0,0,0.0
852147225652322305,2,0.13333333333333333,2,0.25,0,0.0
852144277304078338,1,0.06666666666666667,0,0.0,0,0.0
852136180468592640,2,0.13333333333333333,1,0.125,0,0.0
852126944292483073,3,0.2,1,0.125,0,0.0
852124904094916608,4,0.26666666666666666,3,0.375,0,0.0
852084123606712320,3,0.2,1,0.125,0,0.0
851935419231031297,2,0.13333333333333333,0,0.0,0,0.0
851902726413963265,2,0.13333333333333333,2,0.25,2,0.25
851902346271629313,3,0.2,2,0.25,0,0.0
851889048637632512,3,0.2,1,0.125,0,0.0
851883998431371265,0,0.0,1,0.125,0,0.0
851872489143762945,7,0.4666666666666667,0,0.0,0,0.0
851871293389537282,4,0.26666666666666666,2,0.25,0,0.0
851849099821428738,0,0.0,0,0.0,0,0.0
851809321138737153,0,0.0,0,0.0,0,0.0
851784440720367616,5,0.3333333333333333,1,0.125,0,0.0
851749917475393536,3,0.2,0,0.0,1,0.125
851680728169492482,0,0.0,0,0.0,0,0.0
851650776581775361,3,0.2,0,0.0,0,0.0
851520059675725824,4,0.26666666666666666,1,0.125,0,0.0
851495716933570561,5,0.3333333333333333,0,0.0,1,0.125
851460265627570180,0,0.0,0,0.0,0,0.0
851457249394294784,5,0.3333333333333333,1,0.125,1,0.125
851406931382198272,2,0.13333333333333333,0,0.0,0,0.0
851398869925728256,1,0.06666666666666667,1,0.125,0,0.0
851367413518135298,1,0.06666666666666667,0,0.0,1,0.125
851299466380554240,0,0.0,0,0.0,0,0.0
851290393987629057,2,0.13333333333333333,0,0.0,1,0.125
851235280384339969,8,0.5333333333333333,1,0.125,2,0.25
851211382251016192,0,0.0,1,0.125,3,0.375
851200387323506689,2,0.13333333333333333,0,0.0,0,0.0
851173244291997696,0,0.0,3,0.375,1,0.125
851167838056394752,1,0.06666666666666667,1,0.125,0,0.0
851167756934406145,2,0.13333333333333333,2,0.25,0,0.0
851165067181670400,0,0.0,1,0.125,0,0.0
851147906279256064,8,0.5333333333333333,2,0.25,0,0.0
851139800409284608,2,0.13333333333333333,1,0.125,0,0.0
851133669163114496,0,0.0,3,0.375,1,0.125
851129588709289986,2,0.13333333333333333,0,0.0,0,0.0
851122563522670592,1,0.06666666666666667,0,0.0,0,0.0
851097393785450497,3,0.2,0,0.0,0,0.0
851049564408827906,2,0.13333333333333333,0,0.0,0,0.0
851036973988954112,0,0.0,0,0.0,0,0.0
851011808882118659,1,0.06666666666666667,0,0.0,1,0.125
850983375913529345,0,0.0,2,0.25,0,0.0
850964775823708162,2,0.13333333333333333,0,0.0,0,0.0
850936563710218240,1,0.06666666666666667,0,0.0,0,0.0
850909692721332224,0,0.0,0,0.0,0,0.0
850886241713303552,0,0.0,2,0.25,0,0.0
850865362484723712,2,0.13333333333333333,0,0.0,0,0.0
850860665396797440,2,0.13333333333333333,0,0.0,0,0.0
850840523111677952,2,0.13333333333333333,0,0.0,0,0.0
850797676975271936,1,0.06666666666666667,0,0.0,0,0.0
850758474191556608,0,0.0,0,0.0,0,0.0
850748146976268289,0,0.0,0,0.0,0,0.0
850747602090033152,5,0.3333333333333333,0,0.0,0,0.0
850725197305065472,8,0.5333333333333333,1,0.125,0,0.0
850724925564264450,2,0.13333333333333333,0,0.0,0,0.0
850721881619648514,0,0.0,1,0.125,0,0.0
850691196322230273,1,0.06666666666666667,1,0.125,0,0.0
850661879965929473,1,0.06666666666666667,0,0.0,0,0.0
850650991192145920,3,0.2,1,0.125,0,0.0
850634403810299904,5,0.3333333333333333,0,0.0,0,0.0
850498449816637440,4,0.26666666666666666,0,0.0,0,0.0
850407073561051137,4,0.26666666666666666,1,0.125,0,0.0
850360041953689600,6,0.4,1,0.125,0,0.0
850337630294343680,0,0.0,0,0.0,0,0.0
850321382714028035,0,0.0,0,0.0,0,0.0
850313502342381568,4,0.26666666666666666,0,0.0,0,0.0
850291085976981504,1,0.06666666666666667,0,0.0,0,0.0
850099709431689217,3,0.2,1,0.125,1,0.125
850017478730297345,3,0.2,1,0.125,0,0.0
849984795446824961,2,0.13333333333333333,0,0.0,0,0.0
849966939820748800,0,0.0,0,0.0,0,0.0
849965166372454400,3,0.2,0,0.0,2,0.25
849958900434599936,4,0.26666666666666666,0,0.0,0,0.0
849954941078835201,3,0.2,0,0.0,0,0.0
849920869610774528,0,0.0,0,0.0,0,0.0
849875318768680960,0,0.0,0,0.0,0,0.0
849851664366522372,3,0.2,1,0.125,0,0.0
849767135647760384,1,0.06666666666666667,1,0.125,0,0.0
849728906542403588,4,0.26666666666666666,0,0.0,0,0.0
849726666570158080,1,0.06666666666666667,0,0.0,1,0.125
849704028955181056,1,0.06666666666666667,0,0.0,0,0.0
849680682372792321,0,0.0,0,0.0,0,0.0
849678369339920384,0,0.0,0,0.0,0,0.0
849667790034350080,0,0.0,0,0.0,0,0.0
849660451109691392,1,0.06666666666666667,0,0.0,0,0.0
849611585953943552,1,0.06666666666666667,0,0.0,0,0.0
849514580556558337,1,0.06666666666666667,0,0.0,1,0.125
849505301191688192,0,0.0,1,0.125,0,0.0
849445548553842689,0,0.0,0,0.0,0,0.0
849433976808898562,2,0.13333333333333333,1,0.125,0,0.0
849388866721239040,0,0.0,0,0.0,0,0.0
849364334832750593,0,0.0,0,0.0,0,0.0
849339811890704385,1,0.06666666666666667,0,0.0,1,0.125
849333255564402688,1,0.06666666666666667,0,0.0,0,0.0
849275466322243585,4,0.26666666666666666,1,0.125,0,0.0
849271616181866496,1,0.06666666666666667,2,0.25,1,0.125
849260640648794112,0,0.0,0,0.0,0,0.0
849223872360701952,0,0.0,1,0.125,0,0.0
849218508282003456,0,0.0,0,0.0,0,0.0
849192379353575424,3,0.2,2,0.25,1,0.125
849184821599490048,0,0.0,1,0.125,0,0.0
849169956285685760,0,0.0,1,0.125,0,0.0
849070547497570304,2,0.13333333333333333,0,0.0,0,0.0
849063720588156928,5,0.3333333333333333,1,0.125,1,0.125
849038889880875008,0,0.0,2,0.25,0,0.0
849032613784309760,0,0.0,1,0.125,1,0.125
848998188593938433,3,0.2,0,0.0,0,0.0
848989948510445573,2,0.13333333333333333,0,0.0,1,0.125
848959222746402816,1,0.06666666666666667,0,0.0,0,0.0
848943257644142597,1,0.06666666666666667,1,0.125,1,0.125
848898258277732352,2,0.13333333333333333,0,0.0,0,0.0
848891453103366144,3,0.2,1,0.125,0,0.0
848890353566568450,3,0.2,2,0.25,0,0.0
848886571269058560,1,0.06666666666666667,0,0.0,0,0.0
848862645931450370,6,0.4,0,0.0,1,0.125
848838448463183872,1,0.06666666666666667,1,0.125,0,0.0
848758228578168834,2,0.13333333333333333,0,0.0,0,0.0
848721286238961664,3,0.2,1,0.125,0,0.0
848635411345940481,1,0.06666666666666667,1,0.125,1,0.125
848633692935385092,3,0.2,0,0.0,1,0.125
848588892467064832,1,0.06666666666666667,1,0.125,0,0.0
848582467275673600,2,0.13333333333333333,0,0.0,0,0.0
848580822001209344,4,0.26666666666666666,1,0.125,1,0.125
848531739685396483,1,0.06666666666666667,0,0.0,0,0.0
848515615463788544,1,0.06666666666666667,0,0.0,0,0.0
848501554185424896,2,0.13333333333333333,0,0.0,1,0.125
848497706603470848,3,0.2,0,0.0,0,0.0
848457738279669760,5,0.3333333333333333,0,0.0,2,0.25
848355378433843200,4,0.26666666666666666,1,0.125,0,0.0
848312710630694912,0,0.0,0,0.0,0,0.0
848285494102425600,2,0.13333333333333333,0,0.0,0,0.0
848272781905203200,1,0.06666666666666667,0,0.0,0,0.0
848256186457653249,3,0.2,0,0.0,0,0.0
848245110928232448,1,0.06666666666666667,0,0.0,0,0.0
848218436538859520,1,0.06666666666666667,1,0.125,0,0.0
848192556454359041,1,0.06666666666666667,0,0.0,0,0.0
848168877590708228,2,0.13333333333333333,2,0.25,0,0.0
848152330512064512,3,0.2,0,0.0,0,0.0
848123250571915265,0,0.0,1,0.125,0,0.0
848104739241897993,0,0.0,0,0.0,1,0.125
848060069040214017,4,0.26666666666666666,2,0.25,1,0.125
848030333694038016,0,0.0,0,0.0,0,0.0
848029863860502528,2,0.13333333333333333,0,0.0,0,0.0
847980353704820736,3,0.2,1,0.125,0,0.0
847968756605132800,0,0.0,0,0.0,1,0.125
847958315011371009,2,0.13333333333333333,0,0.0,0,0.0
847931898139746304,2,0.13333333333333333,1,0.125,1,0.125
847931557474172929,3,0.2,0,0.0,0,0.0
847928146984935424,6,0.4,2,0.25,1,0.125
847850500124966913,8,0.5333333333333333,0,0.0,0,0.0
847762765032960000,2,0.13333333333333333,1,0.125,0,0.0
847560323708051456,6,0.4,0,0.0,0,0.0
847539048365346817,4,0.26666666666666666,0,0.0,0,0.0
847537855350136836,0,0.0,1,0.125,1,0.125
847532265357942784,1,0.06666666666666667,0,0.0,0,0.0
847488627240181760,7,0.4666666666666667,0,0.0,1,0.125
847480416382492676,1,0.06666666666666667,0,0.0,1,0.125
847460727119945728,2,0.13333333333333333,0,0.0,0,0.0
847416897075159040,0,0.0,0,0.0,0,0.0
847411022566531077,1,0.06666666666666667,0,0.0,0,0.0
847400522516619268,2,0.13333333333333333,0,0.0,0,0.0
847395934879207424,1,0.06666666666666667,0,0.0,0,0.0
847331309877739520,0,0.0,0,0.0,0,0.0
847330298744274945,1,0.06666666666666667,1,0.125,0,0.0
847327280061919232,0,0.0,1,0.125,0,0.0
847270829700243456,0,0.0,0,0.0,0,0.0
847234958154321922,2,0.13333333333333333,0,0.0,1,0.125
847225338153148417,4,0.26666666666666666,0,0.0,0,0.0
847204278934614017,0,0.0,0,0.0,0,0.0
847197415237193728,1,0.06666666666666667,0,0.0,0,0.0
847178130628526080,0,0.0,0,0.0,0,0.0
847145357507268609,3,0.2,1,0.125,0,0.0
847141355491151872,0,0.0,0,0.0,0,0.0
847061348165042176,0,0.0,0,0.0,0,0.0
847049978367393795,1,0.06666666666666667,0,0.0,1,0.125
846972947906662400,1,0.06666666666666667,0,0.0,0,0.0
846967230155952130,0,0.0,0,0.0,0,0.0
846910472498659330,5,0.3333333333333333,0,0.0,0,0.0
846893954809286665,1,0.06666666666666667,0,0.0,0,0.0
846803705697591296,3,0.2,0,0.0,0,0.0
846797543266828288,2,0.13333333333333333,2,0.25,1,0.125
846765012106592257,3,0.2,0,0.0,0,0.0
846655664894152705,4,0.26666666666666666,0,0.0,0,0.0
846611214427873280,3,0.2,0,0.0,0,0.0
846505386882617345,2,0.13333333333333333,0,0.0,0,0.0
846496451467317249,2,0.13333333333333333,1,0.125,0,0.0
846465623907586049,2,0.13333333333333333,1,0.125,0,0.0
846414447497367552,7,0.4666666666666667,0,0.0,0,0.0
846390127144439808,0,0.0,0,0.0,0,0.0
846387341606432769,0,0.0,0,0.0,1,0.125
846344563618930688,3,0.2,1,0.125,0,0.0
846259241513971713,4,0.26666666666666666,1,0.125,0,0.0
846145506673905665,1,0.06666666666666667,1,0.125,0,0.0
846142692534996992,0,0.0,0,0.0,0,0.0
846123346232160256,6,0.4,1,0.125,0,0.0
846079189950320642,0,0.0,0,0.0,0,0.0
846077572421169153,4,0.26666666666666666,0,0.0,0,0.0
846046339980918788,0,0.0,0,0.0,2,0.25
846030903176564737,2,0.13333333333333333,0,0.0,0,0.0
846030877977186304,3,0.2,2,0.25,0,0.0
845998875462815745,1,0.06666666666666667,0,0.0,1,0.125
845932695821713408,1,0.06666666666666667,0,0.0,0,0.0
845908185340891137,4,0.26666666666666666,1,0.125,0,0.0
845901383383498752,3,0.2,3,0.375,1,0.125
845900849708707840,1,0.06666666666666667,2,0.25,0,0.0
845898131111886849,2,0.13333333333333333,1,0.125,0,0.0
845867915194896384,0,0.0,2,0.25,0,0.0
845791068302004225,2,0.13333333333333333,0,0.0,0,0.0
845768201627750402,0,0.0,2,0.25,0,0.0
845765744621162496,4,0.26666666666666666,3,0.375,0,0.0
845760068352061441,2,0.13333333333333333,0,0.0,0,0.0
845705131756867585,4,0.26666666666666666,1,0.125,0,0.0
845696792742236166,0,0.0,0,0.0,0,0.0
845684495017824260,2,0.13333333333333333,0,0.0,0,0.0
845673429806333953,1,0.06666666666666667,0,0.0,0,0.0
845661991154995202,0,0.0,0,0.0,0,0.0
845655831790194688,1,0.06666666666666667,2,0.25,0,0.0
845637858325135360,2,0.13333333333333333,1,0.125,0,0.0
845604451301949442,1,0.06666666666666667,0,0.0,0,0.0
845576762922848256,0,0.0,0,0.0,0,0.0
845564874587435009,5,0.3333333333333333,0,0.0,0,0.0
845500510652239872,3,0.2,0,0.0,0,0.0
845460745781436416,0,0.0,0,0.0,0,0.0
845403607658909696,1,0.06666666666666667,2,0.25,0,0.0
845403170465632258,4,0.26666666666666666,1,0.125,1,0.125
845388574786813952,1,0.06666666666666667,0,0.0,0,0.0
845378142114078721,5,0.3333333333333333,0,0.0,0,0.0
845314328366592003,2,0.13333333333333333,1,0.125,0,0.0
845305885354348545,0,0.0,3,0.375,0,0.0
845301214057316353,1,0.06666666666666667,0,0.0,0,0.0
845297321294352386,3,0.2,0,0.0,0,0.0
845292902326636544,5,0.3333333333333333,0,0.0,1,0.125
845285331154952192,2,0.13333333333333333,0,0.0,1,0.125
845178372468719616,0,0.0,0,0.0,0,0.0
845123773330161665,1,0.06666666666666667,0,0.0,0,0.0
845107775256510464,1,0.06666666666666667,2,0.25,0,0.0
845103149971070976,0,0.0,0,0.0,0,0.0
845087800550739969,2,0.13333333333333333,0,0.0,0,0.0
845072946808979456,2,0.13333333333333333,0,0.0,0,0.0
845062643761266691,5,0.3333333333333333,0,0.0,0,0.0
845057322032349184,0,0.0,1,0.125,1,0.125
844997421423890436,2,0.13333333333333333,0,0.0,0,0.0
844965154009858049,6,0.4,0,0.0,0,0.0
844924203136638976,4,0.26666666666666666,1,0.125,0,0.0
844919205459906560,3,0.2,2,0.25,0,0.0
844892740278272001,3,0.2,2,0.25,1,0.125
844847759052046336,0,0.0,1,0.125,0,0.0
844813968627576832,2,0.13333333333333333,0,0.0,0,0.0
844705242021314561,0,0.0,0,0.0,0,0.0
844656986260164609,1,0.06666666666666667,0,0.0,0,0.0
844592031930503168,7,0.4666666666666667,0,0.0,0,0.0
844590615186886660,2,0.13333333333333333,0,0.0,1,0.125
844511514698616834,1,0.06666666666666667,1,0.125,0,0.0
844424335376990208,3,0.2,2,0.25,0,0.0
844398322341285892,2,0.13333333333333333,0,0.0,0,0.0
844392695313453056,1,0.06666666666666667,0,0.0,0,0.0
844390177711816704,3,0.2,1,0.125,0,0.0
844367025736749056,0,0.0,0,0.0,0,0.0
844358506627170305,1,0.06666666666666667,0,0.0,0,0.0
844341113641144324,1,0.06666666666666667,2,0.25,0,0.0
844326099895095299,4,0.26666666666666666,0,0.0,0,0.0
844292687830372360,0,0.0,1,0.125,0,0.0
844282969732800512,2,0.13333333333333333,0,0.0,1,0.125
844278194899505153,2,0.13333333333333333,2,0.25,0,0.0
844266748140371968,1,0.06666666666666667,0,0.0,0,0.0
844262550393044997,0,0.0,1,0.125,0,0.0
844239805085028352,3,0.2,1,0.125,1,0.125
844227633651105792,0,0.0,1,0.125,0,0.0
844216495722979328,1,0.06666666666666667,0,0.0,0,0.0
844214265481510912,7,0.4666666666666667,1,0.125,0,0.0
844195647368679424,1,0.06666666666666667,1,0.125,0,0.0
844166954642563073,1,0.06666666666666667,0,0.0,0,0.0
844166726493331456,4,0.26666666666666666,0,0.0,0,0.0
844165446274228224,0,0.0,0,0.0,0,0.0
844147085947617280,0,0.0,0,0.0,0,0.0
844133505701416961,0,0.0,0,0.0,0,0.0
844101286807179265,1,0.06666666666666667,0,0.0,2,0.25
843987022830342144,0,0.0,0,0.0,0,0.0
843969177396428802,2,0.13333333333333333,1,0.125,0,0.0
